s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,target
169.48428080000002,438.13642919999995,95.43030722,39.92628603,13.82930748,44.34217256,9.00345346,3.1605377339999996,168.49864419999997,447.6374073,97.39977906,40.42636278,1.51301231,10.21446587,1.269952229,0.38977002,1.351169986,0
177.5885747,427.5501904,100.7508165,38.66294512,13.22995813,66.4780007,11.16079485,4.040078693,170.2328437,444.930393,97.97385082,40.03567851,4.375240498999999,13.61311215,1.9875690419999998,0.854115352,1.2997031890000001,0
171.8328218,459.951116,102.6804421,40.43074617,11.89445278,50.09440344,7.920156523999999,5.880747311,170.6822537,444.0561021000001,99.12626792,40.10240924,4.407445366,12.11415423,2.7476958760000003,0.8729395679999999,1.25019679,1
169.24539850000002,447.8747358,101.5087294,39.68891854,15.74244536,56.49871539,11.2445445,4.288929958,171.35367419999997,443.83367589999995,99.69296732,39.90418128,3.692248507,12.01075652,2.918316253,0.819896095,1.202576116,1
174.4467533,442.5870843,99.82434917,40.0234154,17.71400653,43.57241649,9.565535334,5.034744087,172.5195658,443.21991110000005,100.03892890000002,39.74646225,3.528939185,11.97270868,2.780743053,0.662307477,1.15676934,1
166.3132382,459.96119730000004,101.08289930000001,39.02644166,15.11491028,47.84811993,9.374659532999999,4.768594743,171.8853573,447.5848648,101.1694473,39.56649338,4.390560677,13.53281001,1.047646041,0.720894212,1.112707369,1
171.8023481,444.52350970000003,99.03360003,39.66859177,11.69626111,40.17845137,11.11607228,5.239297555,170.728112,450.97952860000004,100.826004,39.76762271,3.07783244,8.410005854,1.430653191,0.517328098,1.070323742,1
170.5882664,475.4662674,105.43093259999999,38.9038077,15.36386109,62.23457685,7.0585419179999995,3.789444462,170.4792009,454.0825589,101.3761021,39.46223501,3.01585807,13.72843588,2.4718647380000003,0.47713962,1.02955453,1
166.0715167,463.87840489999996,101.28529870000001,38.42060108,13.62925628,41.88342123,8.988760461,4.13294024,169.8444245,457.2832927,101.331416,39.20857152,3.614979457,13.78475474,2.470887094,0.636894587,0.99033824,1
165.29612959999997,463.022112,102.0969345,39.0504667,15.822712699999999,41.5650644,9.830302098999999,4.732804168,168.0142998,461.3702983,101.785933,39.01398178,2.959352955,11.10760196,2.329322414,0.445600612,0.9526157190000001,1
