s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,target
170.9835856,458.2114353999999,102.6302912,41.65523792,16.17089733,48.39952583,10.20631287,3.609325524,172.63667719999998,451.5842919,100.2470004,40.87384921,2.588527769,4.848054574,2.94809025,0.6938264209999999,2.6735987580000002,0
170.79706299999998,448.45584389999993,100.1358138,41.60003282,15.8476738,54.46148995,12.56151398,5.577801171,172.0483276,452.23544180000005,100.1284493,40.90593395,2.6096268609999997,3.9026836460000003,2.935776143,0.729330448,2.6296501869999998,0
167.1573093,446.37071579999997,96.33170019,40.35884571,17.86711924,54.83489908,8.159573699,4.313704431000001,171.5482217,451.6174982,100.37060720000001,40.8101386,3.3240676739999997,4.628953136,2.424963161,0.7707908640000001,2.586424042,0
192.291688,455.6320783,99.84111522,41.39834045,19.44241618,51.04143012,7.751968659,4.2244550180000005,174.7325113,451.9916655,100.08309859999999,41.09793891,10.00673189,4.912485108,2.3750939559999997,0.629374765,2.5439084480000003,0
185.56885019999999,451.32614850000004,102.1789059,38.53050427,16.34347584,53.02950489,11.41615707,5.17885723,177.3596992,451.9992444,100.22356529999999,40.70859223,10.93350616,4.911157649,2.49580993,1.32598518,2.502091724,0
169.586224,452.78269630000005,99.13122852,38.98463369,14.0147375,52.32012278,12.428223800000001,5.235028902,177.0802269,450.9134966,99.52375273,40.17447139,11.15288971,3.6265036889999998,2.113554507,1.385858616,2.460962383,0
172.0662259,450.2375709,102.63539920000001,38.37746174,13.62747165,52.26343508,9.239793248,5.178436656000001,177.3340595,451.269842,100.0236698,39.52995717,10.98735294,3.4054377430000002,2.545908003,1.304074557,2.420509126,0
175.0993618,479.1108507,101.0861608,39.95412772,14.04669382,57.79174334,7.665490882,4.873772685,178.92247,457.81786889999995,100.97456190000001,39.44901357,9.639762543,12.07399134,1.491966708,1.251254061,2.3807208380000002,0
170.38476819999997,453.0694154,101.74404129999999,38.78442076,15.88871668,48.57674418,10.36976121,6.026166116000001,174.541086,457.30533629999996,101.3551472,38.92622964,6.516782613999999,12.24317922,1.368121903,0.62004839,2.3415865890000003,0
179.7455879,460.32163169999995,99.95527414,40.3087942,18.88274763,37.11314679,9.021601883999999,4.94995043,173.37643359999998,459.10443300000003,100.9104208,39.28188762,4.140259723,11.79772602,1.39455984,0.8155156659999999,2.303095629,0
172.8863034,470.234671,98.02401313,47.24697691,18.57052491,59.71722397,9.668458346,5.559562538,174.03644939999998,462.5948279,100.6889777,40.93435627,3.614672768,12.03898787,1.7818408669999999,3.618054988,2.265237382,0
173.5903585,456.07002669999997,98.58696196,50.12068902,13.98258484,45.98781337,11.81650596,5.400747272,174.341276,463.76131910000004,99.87929028,43.28300172,3.468286941,10.756586800000001,1.585226513,5.065363017,2.228001449,0
169.1643866,451.213291,101.2184062,41.91462747,13.77713841,47.90196795,11.28212118,5.013914632,173.1542809,458.18180710000007,99.90573936,43.67510167,4.101730143,7.566484664,1.6112859480000001,4.812845938,2.191377599,0
169.17946609999998,432.0644618,98.4310083,41.23391622,9.902992393,62.05581501,10.24139806,4.880732913,172.9132205,453.9808164,99.24313276,44.16500076,4.334027053,14.1133299,1.321477357,4.286448563,2.155355771,0
171.1888355,451.2994209,99.91700661,40.56436579,13.71140773,52.32609554,7.842039113999999,4.037835083,171.20186999999999,452.17637429999996,99.23547925,44.21611508,2.048402982,13.66974953,1.316422934,4.230122483,2.11992607,0
170.28985690000002,457.0986358,108.93482,39.84883196,15.54750515,52.90169982,16.89293038,5.04337687,170.6825807,449.5491672,101.4176406,42.73648609,1.832345792,10.137353,4.3512152539999995,4.198698417,2.085078761,0
160.2604112,446.4784459,130.3528034,39.81485787,13.70863217,56.78461761,9.576596081,4.865739496000001,168.01659130000002,447.6308511,107.77080890000002,40.67531986,4.417547696000001,9.481188492000001,13.258482800000001,0.906049274,2.0508042719999997,0
168.221642,442.09905860000003,119.79726629999999,40.6287946,15.74202753,44.84682152,15.36748657,4.013847959,167.82804240000002,445.8080046,111.4865809,40.41815329,4.376236078,9.496377562000001,13.56296753,0.595673812,2.017093187,0
169.5911031,454.66177300000004,97.82228994,41.5927228,10.61783387,55.16159713,11.48246178,6.533038894,167.9103698,450.3274669,111.36483729999999,40.4899146,4.411743331,6.084843856,13.71137408,0.725896877,1.983936243,0
175.3744725,448.40059759999997,99.44573772,41.47616588,16.09842768,42.64066153,7.319495589,4.698621618,168.74749719999997,449.7477022,111.2705835,40.67227462,5.461558794,6.107143239,13.81099929,0.8527276570000001,1.951324333,0
167.49898480000002,455.1972431,100.6617825,40.28971736,16.08642715,50.95676345,11.16538885,4.323305245,168.1893228,449.36742360000005,109.615976,40.760451700000004,5.406861707999999,5.570614989,14.63196024,0.7645250290000001,1.9192484969999999,0
174.249395,466.61572760000007,97.24954837,38.79281101,13.33306271,50.90517436,10.97267006,5.127184045,170.9871195,453.39488,102.995325,40.55604233,3.593574774,9.112941077999999,9.488472777,1.1298827740000001,1.8876999230000002,0
176.2959023,433.4134649,102.8467387,40.04689389,12.91458498,52.94402579,11.32255064,4.212983726,172.6019716,451.6577612,99.60521945,40.43966219,3.845506855,12.13214984,2.257057315,1.1502997320000001,1.856669944,0
167.55188069999997,448.8921991,96.04312641,41.09790604,16.71634505,68.75267664,6.604189324,5.173949901,172.1941271,450.5038465,99.24938675,40.34069883,4.323138197,12.04909633,2.704339824,1.0425360129999999,1.826150035,0
165.6403948,449.7939268999999,98.43010674,37.83158177,16.56062964,44.62619865,8.17214476,4.841471459,170.2473115,450.78251229999995,99.04626055,39.61178201,4.707559109,12.00432157,2.723975968,1.293958047,1.7961318119999998,0
167.6136968,454.6247637,98.33610651,39.62480661,14.78352233,58.17440103,7.4543375020000004,4.259300326,170.2702539,450.6680165,98.58112535,39.47879986,4.691067211,11.95431353,2.5735594980000003,1.239905415,1.7666070280000001,0
167.34238159999998,439.74774800000006,99.34410222,38.8700685,12.73805179,39.37194958,10.69414087,5.128842636,168.88885119999998,445.2944206,99.00003612,39.49425136,4.219654964,8.546454738,2.4710543940000003,1.229658608,1.737567572,0
167.38845030000002,451.5006738,99.73515312,39.00996855,17.70009992,54.99007472,9.236171946,5.03557685,167.1073608,448.91186229999994,98.377719,39.28686629,0.827678895,5.5699776110000006,1.434514078,1.2002410609999998,1.709005466,0
167.2271479,450.6414943,100.98751920000001,40.53932445,16.44638687,57.27708183,9.42453824,4.729760332,167.04241430000002,449.26172139999994,99.36659757,39.17514998,0.7962207920000001,5.623118257000001,1.084280081,0.998586277,1.680912863,0
