s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,target
170.34190890000002,447.2662898,97.858873,40.20739865,18.06326621,58.40088577,10.98612599,4.960155843,179.8986511,416.0678576,98.58480923,39.68338209,10.23473988,38.58359699,2.238205995,0.835722115,2.530891035,0
173.3047767,460.9427706999999,99.00883076,41.19557233,17.13850456,60.42226055,9.628593725,5.272292189,177.28498180000003,431.383497,98.48524527,39.89896519,9.828576406,38.04796774,2.197652283,1.079290302,2.442097113,0
165.89289219999998,455.2899174,100.2227946,40.47678693,14.93245778,49.70198493,10.15485422,4.770392665,171.8757751,448.9630581999999,98.41283064,40.3128968,5.586586935,13.43508491,2.115605461,0.691208301,2.356418442,0
172.636397,442.2936845,99.67817111,39.85586278,13.71764794,52.52559136,6.510641056,5.422191712999999,170.26917,452.1102403,99.34607669,40.42971649,2.96581439,7.330860247,0.946498801,0.491875192,2.2737457269999997,0
168.3658589,409.5650784,96.91154615,39.25622826,14.06590744,77.27964236,9.663165472000001,4.10554504,170.1083668,443.0715482,98.73604313,40.19836979,3.06059941,20.05962104,1.348208525,0.7205817529999999,2.193973505,0
166.17295019999997,374.1235204,98.47607042,42.89372875,17.74590628,43.19112034,9.175804433,5.736357256000001,169.274575,428.4429943,98.85948261,40.73563581,3.515181122,36.31740396,1.274032647,1.4052185590000001,2.117000017,0
171.3158309,420.0606154,97.69020465,40.55457937,14.52799454,58.43724135,11.07237911,5.050437787,168.8767858,420.2665632,98.59575739,40.60743722,3.023202435,31.44667712,1.36837384,1.381812417,2.04272707,0
171.8126301,456.020433,99.79243089,39.60028723,14.92088383,62.55831548,10.51935561,4.482303298,170.0607334,420.41266629999996,98.50968465,40.43213728,2.704898935,31.65111033,1.248751636,1.456129587,1.97105992,0
173.7625764,459.22380419999996,103.5639532,40.98993678,17.04794423,60.20574759,9.668134599,4.783126098,170.28596930000003,423.7986903,99.28684106,40.65895208,3.003408722,35.27524208,2.617151696,1.43205069,1.9019071440000002,0
171.83929369999998,449.37441229999996,101.4558273,41.14929364,19.04940735,53.24237652,10.62103598,6.363643108,170.98065630000002,431.760557,100.1956973,41.03756515,2.84582583,35.74890226,2.3627478230000003,1.1999102190000002,1.8351805280000002,0
169.7917749,468.6843005,97.79571157,38.14868066,13.93020071,59.48782212,11.45660604,5.745226877,171.70442119999998,450.6727131,100.0596255,40.08855553,1.420837862,18.47242984,2.502026496,1.240599871,1.770794952,0
168.4566495,432.84754339999995,100.26946290000001,40.365324,14.39835245,52.09509582,7.709570964,5.50803715,171.132585,453.2300987,100.5754772,40.05070446,2.051655185,13.34969758,2.1295485569999997,1.225623435,1.708668284,0
162.9241085,441.0951369,98.02821575,40.83634927,16.13859235,55.0263415,8.063430087999999,6.476445578,169.35488059999997,450.24503939999994,100.2226341,40.29791687,4.12166887,14.21070144,2.418305009,1.236669258,1.6487212709999999,0
167.8445525,462.45541389999994,99.17997897,38.74799519,13.62306745,35.73764171,8.550241836,5.0232498130000005,168.17127580000002,450.8913614,99.34583929,39.84952855,3.309128437,14.78311968,1.538803696,1.326226663,1.5908774419999998,0
169.17041830000002,454.0859243,101.4078429,41.74644523,14.77345089,60.90485354,9.353220604,6.049623882000001,167.63750080000003,451.8336638,99.33624241,39.96895887,2.7349897339999996,14.8123845,1.52241718,1.489386977,1.5350630090000001,0
169.2241501,443.0044358,101.8073095,40.45122979999999,14.34742758,51.3107815,8.760315832,5.099515373,167.52397580000002,446.6976909,100.138562,40.4294687,2.633096787,11.61622958,1.5640787930000002,1.087648868,1.481206773,0
169.24277969999997,437.68430060000003,98.01213943,40.18343055,15.80575095,45.36474307,9.286821272000001,6.184158987000001,167.68120180000003,447.66504230000004,99.6870973,40.39309001,2.724591769,10.30149182,1.821455869,1.0933576059999999,1.4292400319999998,0
171.5268273,434.91131210000003,104.81994949999999,40.87756518,12.03342661,45.30271983,13.41865494,4.662282123,169.4017456,446.4282773,101.0454441,40.40133319,1.327699612,11.57938874,2.628666964,1.097681773,1.3790964959999998,0
175.299211,456.59696569999994,97.41286619,40.03998471,17.77721914,47.98432335,9.839817664,4.344607525,170.8926773,445.2565877,100.6920215,40.6597311,2.6595115590000002,9.695331449,3.030292249,0.686079421,1.330712197,0
172.2745228,453.2813858,101.84742440000001,40.62213236,17.44232727,42.90476852,9.521517917,4.75342159,171.5134982,445.09567999999996,100.7799378,40.43486852,2.515364529,9.517202192000001,3.062457906,0.33558532799999996,1.284025417,0
166.0397925,441.8262816000001,97.32754065,41.27775703,15.30458575,48.80407938,7.600752421,4.9447167610000005,170.87662659999998,444.86004919999993,99.88398403,40.60017397,3.4641213910000004,9.596178987,3.3303333719999997,0.505972811,1.238976598,0
169.9812659,441.1401125,100.2196684,39.39641233,12.0237169,42.64128773,9.513328214,4.748854838,171.0243239,445.5512115,100.3254898,40.44277032,3.392038129,9.059589371,3.1622273180000002,0.7374824409999999,1.195508274,0
173.8849669,444.4610318,99.00918066,38.72519466,14.20229336,47.45505861,11.33287359,6.304573396,171.49595180000003,447.46115549999996,99.16333605,40.01229622,3.6346353010000003,7.036445132000001,1.922122631,1.001249373,1.153564995,0
170.969434,458.715778,104.54531180000001,38.79342336,12.81950615,58.16259815,11.11224089,5.454395793,170.6299964,447.88491789999995,100.58982519999999,39.76298395,2.95403713,7.751642845,2.761583972,1.13843122,1.113093256,0
170.00169350000002,463.814721,102.6834655,40.04153681,10.64156146,45.58243217,9.374597667,5.247974417,170.1754306,449.991585,100.7570334,39.64686484,2.8090251210000003,10.52138769,2.879555743,1.055478568,1.074041431,0
167.1067959,447.12095580000005,100.62999520000001,39.84264782,13.13167168,46.34918315,8.719147795,5.503015034,170.3888312,451.05051979999996,101.4175243,39.35984299,2.431450465,9.730878853,2.193219212,0.596396256,1.0363597009999999,0
172.8139201,452.4321601,97.3982192,41.48721569,14.14314846,48.58393692,10.85172277,4.8528008730000005,170.9553621,453.30892930000005,100.8532345,39.77800367,2.634291465,8.014840954,2.8446740439999996,1.126148248,1.0,0
171.93908000000002,436.6558876,100.8843103,40.71117381,12.8730343,48.44455666,10.92704756,5.674448336,170.56618469999998,451.7479005,101.22826040000001,40.1751995,2.201464697,10.53334176,2.6582837809999997,1.005785337,0.964915944,0
166.6408817,450.95299119999993,99.02476406,38.0912601,11.97940991,51.90520165,11.21484565,5.848861382000001,169.70047419999997,450.1953431,100.1241509,40.03476684,2.7786646160000004,9.795835165,2.0014474140000003,1.263062555,0.93106278,0
169.60063080000003,447.4619533,102.151413,38.99807072,13.44398034,54.56226357,8.39692787,4.1114032830000005,169.6202617,446.92478960000005,100.01774040000001,39.82607363,2.773579528,6.171201497,1.83890263,1.345198573,0.8983973209999999,0
171.04477880000002,438.69583380000006,98.17070101,48.39473744,12.80338807,47.85581661,10.58268794,4.790014935,170.40785830000002,445.23976519999997,99.52588152,41.53649155,2.417703989,7.173137532,1.9591659119999998,4.063013483,0.8668779000000001,0
169.1148582,460.510614,103.12127579999999,49.58244782,14.19775803,56.0249125,9.889560416,3.9549133960000002,169.6680459,446.85545599999995,100.67049279999999,43.15553798,2.032687503,9.672533316,2.073798562,5.4235768129999995,0.8364643070000001,0
165.2392499,442.0691789,97.91298293,42.53040638,16.07238015,43.59437569,9.205053492000001,6.8191216489999995,168.3280799,447.9381142,100.07622740000001,43.51938449,2.345547238,8.474197783,2.397652373,5.27765795,0.807117747,0
171.7679999,453.8840324,99.73206417,39.81786523,10.9512477,50.0137402,10.59502857,4.103247748,169.3535035,448.5243225,100.2176874,43.86470552,2.536499107,8.828850039,2.340286636,4.874812075,0.778800783,0
169.037134,446.5971673,99.51638971,38.93308067,17.32557031,56.92931717,12.97609788,4.772555821,169.2408041,448.3513653,99.69068272,43.85170751,2.53529204,8.863268299,2.07795694,4.891091793,0.751477293,0
170.2465283,443.9704146000001,96.99789932,40.3884956,13.43162884,43.95627878,9.822685201,4.102552545,169.081154,449.40628139999995,99.45612238,42.25045914,2.415602343,7.658807017999999,2.341861733,4.307721258,0.725112422,0
169.8307967,450.4841597,98.12909975,39.97900741,14.81093848,38.81946907,7.837733349,4.960374752,169.2243417,447.40099060000006,98.45768717,40.32977106,2.439203419,4.805698776,1.148971365,1.339969323,0.699672537,0
171.5936283,443.8148796,99.5926592,40.22279265,14.3382346,51.8531595,10.65199902,4.4444127589999995,170.4952174,447.7501307,98.79362243,39.86824831,1.167881647,4.364671952,1.1945435420000001,0.566944329,0.675125187,0
